Lead ID,Evidence ID,Brand,Evidence Type,Evidence Date,Title,Summary,Source Name,Source URL,What It Confirms,Reliability,Checked At,Run ID,Claim,Source,Source Date,Verified At,Confidence,Notes,Fact,Source Class
GRM-040,E-459,ЭНЕРГОПУСК,контакты,2026-07-30,Корпоративные маршруты,"Официальный сайт публикует московский и федеральный телефоны, email, форму заказа звонка и быстрый запрос; региональный сайт подтверждает офис в Чебоксарах; вакансия даёт дополнительный маршрут через HH",ЭНЕРГОПУСК и HeadHunter,https://epusk.ru/contacts/; https://cheboksary.epusk.ru/; https://hh.ru/vacancy/129214758,Практический маршрут связи,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-460,YURSUS / Сибирская фабрика мебели,юридические данные,2026-07-30,ИП и реквизиты,"Реестровые источники подтверждают ИП Гармаш Юрий Владимирович, ИНН 540446068887, ОГРНИП 322547600048993 и основной ОКВЭД 31.01 — производство мебели для офисов и предприятий торговли",РБК Компании и Т-Банк,https://companies.rbc.ru/persons/ogrnip/322547600048993-garmash-yurij-vladimirovich/; https://www.tbank.ru/business/contractor/legal/322547600048993/,Действующее ИП и профиль деятельности,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-461,YURSUS / Сибирская фабрика мебели,статус бизнеса,2026-07-30,Действующий предприниматель,"Реестровые источники указывают действующий статус ИП, регистрацию 01.04.2022 и категорию микробизнеса",РБК Компании и Т-Банк,https://companies.rbc.ru/persons/ogrnip/322547600048993-garmash-yurij-vladimirovich/; https://www.tbank.ru/business/contractor/legal/322547600048993/,Действующий статус,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-462,YURSUS / Сибирская фабрика мебели,собственник и ЛПР,2026-07-30,Основатель бренда,Официальный сайт называет Юрия Гармаша основателем Сибирской фабрики мебели YURSUS; вакансия размещена от ИП Гармаш Юрий Владимирович,YURSUS и HeadHunter,https://yursus.ru/; https://novosibirsk.hh.ru/vacancy/129853833,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-463,YURSUS / Сибирская фабрика мебели,операционный масштаб,2026-07-30,Производство и проекты,"Официальный сайт заявляет производство полного цикла, современное ЧПУ-оборудование, 20+ лет опыта, 500+ проектов и работу по России и СНГ",YURSUS,https://yursus.ru/,Операционный масштаб,MEDIUM,2026-07-30,,,,,,,,,
GRM-052,E-464,YURSUS / Сибирская фабрика мебели,клиентский масштаб,2026-01-26,Корпоративные клиенты,"Профиль работодателя и вакансия указывают работу с частными и корпоративными клиентами по России, включая 2ГИС, SHIK, Горчицу, CrosbyCoffee и ProSchool",HeadHunter,https://novosibirsk.hh.ru/employer/10228321; https://novosibirsk.hh.ru/vacancy/129853820,B2B-направление и география,MEDIUM,2026-07-30,,,,,,,,,
GRM-052,E-465,YURSUS / Сибирская фабрика мебели,бизнес-сигнал,2026-01-26,Создание отдела продаж с нуля,Вакансия руководителя отдела продаж прямо фиксирует задачу создания отдела продаж с нуля на мебельной фабрике,HeadHunter,https://novosibirsk.hh.ru/vacancy/129853833,Прямой S1-сигнал коммерческой систематизации,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-466,YURSUS / Сибирская фабрика мебели,контакты,2026-07-30,Корпоративные маршруты,"Официальный сайт публикует два телефона, корпоративный email и форму связи; 2ГИС подтверждает карточку фабрики и мессенджеры; HH даёт маршрут через вакансию",YURSUS / 2ГИС / HeadHunter,https://yursus.ru/; https://2gis.ru/novosibirsk/firm/70000001064721876; https://novosibirsk.hh.ru/vacancy/129853833,Практический маршрут связи,HIGH,2026-07-30,,,,,,,,,
GRM-053,E-467,Estore creating,юридические данные,2026-07-30,Юрлицо и реквизиты,ООО «ИСТОР КРИЭЙТИНГ» зарегистрировано 17.04.2020; ИНН 5074063660; ОГРН 1205000034854; юридический адрес в Подольске,РБК Компании и Точка,https://companies.rbc.ru/id/1205000034854-obschestvo-s-ogranichennoj-otvetstvennostyu-istor-kriejting/; https://check.tochka.com/company/1205000034854/,Действующее юрлицо и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-053,E-468,Estore creating,статус бизнеса,2026-07-30,Действующая компания,Реестровые источники указывают действующий статус и категорию микробизнеса,РБК Компании и Точка,https://companies.rbc.ru/id/1205000034854-obschestvo-s-ogranichennoj-otvetstvennostyu-istor-kriejting/; https://check.tochka.com/company/1205000034854/,Действующий статус,HIGH,2026-07-30,,,,,,,,,
GRM-053,E-469,Estore creating,собственник и ЛПР,2026-07-30,Единственный учредитель и директор,Шавырин Алексей Геннадьевич указан единственным учредителем с долей 100% и генеральным директором,РБК Компании и Точка,https://companies.rbc.ru/id/1205000034854-obschestvo-s-ogranichennoj-otvetstvennostyu-istor-kriejting/; https://check.tochka.com/company/1205000034854/,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-053,E-470,Estore creating,связь бренда и юрлица,2026-07-30,Профиль работодателя,HeadHunter публикует работодателя под названием Estore creating (ООО Истор Криэйтинг) и описывает бизнес по созданию и выводу товарных брендов,HeadHunter,https://hh.ru/employer/9208283,Связь бренда с юрлицом,HIGH,2026-07-30,,,,,,,,,
GRM-053,E-471,Estore creating,операционный масштаб,2026-02-04,Заявленная выручка и ассортимент,В вакансии указана специализация на спортивных товарах и товарах для дома и текущая месячная выручка порядка 7 млн ₽,HeadHunter,https://hh.ru/vacancy/129793684,Операционный масштаб,MEDIUM,2026-07-30,,,,,,,,,
GRM-053,E-472,Estore creating,бизнес-сигнал,2026-02-04,Систематизация продаж маркетплейсов,"Вакансия руководителя продаж фиксирует задачи стратегического планирования, управления метриками и командой и работу напрямую с собственником; мотивация связана с прибылью",HeadHunter,https://hh.ru/vacancy/129793684,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-053,E-473,Estore creating,контакты,2026-07-30,Корпоративный маршрут,HeadHunter предоставляет маршрут через вакансию и профиль работодателя; он сохранён только как корпоративный канал с просьбой передать сообщение собственнику,HeadHunter,https://hh.ru/vacancy/129793684; https://hh.ru/employer/9208283,Практический маршрут связи,MEDIUM,2026-07-30,,,,,,,,,
GRM-055,E-474,RIEN / NE SHALI,юридические данные,2026-07-30,ИП и реквизиты,ИП Гафурова Замира Абдулазизовна зарегистрирован 13.11.2023; ИНН 380416932771; ОГРНИП 323774600747111; основной вид деятельности — интернет-торговля,РБК Компании,https://companies.rbc.ru/persons/ogrnip/323774600747111-gafurova-zamira-abdulazizovna/,Действующий ИП и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-055,E-475,RIEN / NE SHALI,статус бизнеса,2026-07-30,Действующий предприниматель,Реестровый источник подтверждает действующий статус и регистрацию в Удмуртской Республике,РБК Компании,https://companies.rbc.ru/persons/ogrnip/323774600747111-gafurova-zamira-abdulazizovna/,Действующий статус,HIGH,2026-07-30,,,,,,,,,
GRM-055,E-476,RIEN / NE SHALI,собственник и ЛПР,2026-07-30,Собственник бизнеса,Форма ИП и вакансия работодателя подтверждают Замиру Гафурову как собственника и основного ЛПР; вакансия предусматривает прямую работу с собственником,РБК Компании и HeadHunter,https://companies.rbc.ru/persons/ogrnip/323774600747111-gafurova-zamira-abdulazizovna/; https://hh.ru/vacancy/130170775,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-055,E-477,RIEN / NE SHALI,связь бренда и владельца,2026-07-30,Товарные знаки RIEN и NE SHALI,Товарные знаки RIEN и NE SHALI зарегистрированы за Гафуровой Замирой Абдулазизовной,РБК Компании,https://companies.rbc.ru/trademark/1151074/rien/; https://companies.rbc.ru/trademark/1176662/ne-shali/,Связь брендов с владельцем,HIGH,2026-07-30,,,,,,,,,
GRM-055,E-478,RIEN / NE SHALI,операционный масштаб,2026-02-04,Заявленная выручка и команда,"В вакансии указана ежемесячная выручка порядка 15 млн ₽, специализация на товарах для дома и штат из двух сотрудников",HeadHunter,https://hh.ru/vacancy/130170775,Операционный масштаб,MEDIUM,2026-07-30,,,,,,,,,
GRM-055,E-479,RIEN / NE SHALI,бизнес-сигнал,2026-02-04,Масштабирование маркетплейсов,"Вакансия фиксирует цель роста на 10% в месяц, создание команды продаж, управление ключевыми метриками, конверсиями, рекламой и выводом новых товаров; работа напрямую с собственником",HeadHunter,https://hh.ru/vacancy/130170775,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-055,E-480,RIEN / NE SHALI,контакты,2026-07-30,Корпоративный маршрут,HeadHunter предоставляет практический маршрут через вакансию работодателя; он сохранён только как корпоративный канал с просьбой передать сообщение собственнику,HeadHunter,https://hh.ru/vacancy/130170775,Практический маршрут связи,MEDIUM,2026-07-30,,,,,,,,,
GRM-103,E-481,Лапушкины Снеки,юридические данные,2026-07-30,ИП и реквизиты,ИП Лапушкин Сергей Андреевич; ИНН 540446415153; ОГРНИП 313547624900067; дата регистрации 06.09.2013; основной вид деятельности — производство сухарей и сухарных хлебобулочных изделий,БИФИТ Индикатор,https://indicator.bifit.ru/ui/report/540446415153,Действующий ИП и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-103,E-482,Лапушкины Снеки,связь бренда и владельца,2026-07-30,Бренд и предприниматель,"Карточка производителя указывает бренд, официальный сайт, ИП Лапушкина Сергея Андреевича, ИНН и ОГРНИП",ProductCenter,https://productcenter.ru/producers/38918/lapushkiny-snieki,Связь бренда с ИП,HIGH,2026-07-30,,,,,,,,,
GRM-103,E-483,Лапушкины Снеки,собственник и ЛПР,2026-07-30,Семейный бизнес и основатели,"Официальный сайт сообщает, что семейный бизнес основан Сергеем и Татьяной Лапушкиными в 2009 году; действующий ИП Сергея Лапушкина подтверждает основной юридический и управленческий контур",Официальный сайт и БИФИТ Индикатор,https://лапушкины.рф/; https://indicator.bifit.ru/ui/report/540446415153,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-103,E-484,Лапушкины Снеки,операционный масштаб,2026-07-30,География и заказы,"Официальный сайт заявляет 15 лет на рынке, 40+ городов поставок, 10 000+ выполненных заказов, собственное производство и работу по России и СНГ",Официальный сайт,https://лапушкины.рф/,Операционный масштаб,HIGH,2026-07-30,,,,,,,,,
GRM-103,E-485,Лапушкины Снеки,операционный масштаб,2026-02-09,Клиентская база и мощности,"В вакансии указаны более 90 клиентов по России, 90% клиентской базы — дистрибьюторы и оптовые компании, а производственные мощности позволяют увеличить объём в два раза",HeadHunter,https://novosibirsk.hh.ru/vacancy/130262807,Масштаб и потенциал роста,MEDIUM,2026-07-30,,,,,,,,,
GRM-103,E-486,Лапушкины Снеки,бизнес-сигнал,2026-02-09,Удвоение оптовой клиентской базы,"Компания ищет руководителя продаж для развития оптового направления, построения сети дистрибьюторов, формирования команды и мотивации; указана личная работа напрямую с собственником",HeadHunter,https://novosibirsk.hh.ru/vacancy/130262807,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-103,E-487,Лапушкины Снеки,контакты,2026-07-30,Корпоративные маршруты,"Официальный сайт публикует телефон и форму связи; ProductCenter публикует корпоративный телефон, WhatsApp и email; HH предоставляет дополнительный маршрут через вакансию",Официальный сайт; ProductCenter; HeadHunter,https://лапушкины.рф/; https://productcenter.ru/producers/38918/lapushkiny-snieki; https://novosibirsk.hh.ru/vacancy/130262807,Практические маршруты связи,HIGH,2026-07-30,,,,,,,,,
GRM-054,E-488,Feliks Station Catering,юридические данные,2026-07-30,Юрлицо и реквизиты,ООО «ФОРЕВЕНТ»; ИНН 7727530444; ОГРН 1047797038079; организация действует с 24.12.2004,РБК Компании,https://companies.rbc.ru/id/1047797038079-obschestvo-s-ogranichennoj-otvetstvennostyu-forevent/,Действующее юрлицо и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-054,E-489,Feliks Station Catering,связь бренда и юрлица,2026-07-30,Бренд и ООО,Публичная карточка Feliks Station Catering указывает ООО «Форевент» и ИНН 7727530444,Orgs.biz,https://felikstationcatering.orgs.biz/,Связь бренда с юрлицом,MEDIUM,2026-07-30,,,,,,,,,
GRM-054,E-490,Feliks Station Catering,собственник и ЛПР,2026-07-30,Собственник и директор,Единственный учредитель и руководитель ООО «ФОРЕВЕНТ» — Диденко Феликс Сергеевич,Т-Банк Бизнес,https://www.tbank.ru/business/contractor/legal/1047797038079/,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-054,E-491,Feliks Station Catering,финансовый масштаб,2026-07-30,Финансы 2025,"Выручка за 2025 год — 11,094 млн ₽; прибыль — 154 тыс. ₽",Т-Банк Бизнес,https://www.tbank.ru/business/contractor/legal/1047797038079/,Финансовый масштаб,HIGH,2026-07-30,,,,,,,,,
GRM-054,E-492,Feliks Station Catering,операционный масштаб,2026-07-30,Портфель и продукт,"Компания заявляет 35 гастрономических станций, более 1 500 мероприятий и общий опыт команды в event более 25 лет",Orgs.biz,https://felikstationcatering.orgs.biz/,Операционный масштаб,MEDIUM,2026-07-30,,,,,,,,,
GRM-054,E-493,Feliks Station Catering,бизнес-сигнал,2026-01-28,Построение B2B-системы продаж,"Вакансия предусматривает аудит CRM и воронки, создание KPI, регламентов и отчётности, ответственность за результат и работу напрямую с собственником",HeadHunter,https://hh.ru/vacancy/129726340,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-054,E-494,Feliks Station Catering,контакты,2026-07-30,Корпоративные маршруты,Официальный сайт публикует телефон и форму заявки; дополнительный корпоративный телефон указан в публичной карточке; HH даёт маршрут через вакансию,Официальный сайт; Orgs.biz; HeadHunter,https://telezhkasmorozhenym.ru/; https://felikstationcatering.orgs.biz/; https://hh.ru/vacancy/129726340,Практические маршруты связи,HIGH,2026-07-30,,,,,,,,,
GRM-031,E-495,ACELED / Линии Света,юридические данные,2026-07-30,Юрлицо и реквизиты,ООО «ТОРГ-ЛАЙТ»; ИНН 7723401350; ОГРН 1157746682576; организация действует с 27.07.2015,РБК Компании,https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,Действующее юрлицо и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-031,E-496,ACELED / Линии Света,связь бренда и юрлица,2026-07-30,Бренд и ООО,"Официальная страница контактов ACELED / «Линии Света» публикует полное наименование ООО «Торг-Лайт», ИНН 7723401350 и ОГРН 1157746682576",Официальный сайт ACELED,https://aceled.ru/contacts,Связь бренда с юрлицом,HIGH,2026-07-30,,,,,,,,,
GRM-031,E-497,ACELED / Линии Света,собственник и ЛПР,2026-07-30,Собственник и директор,Единственный учредитель и генеральный директор ООО «ТОРГ-ЛАЙТ» — Кобылян Александр Александрович,РБК Компании,https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-031,E-498,ACELED / Линии Света,финансовый масштаб,2026-07-30,Финансы 2025,"Выручка за 2025 год — 64,136 млн ₽; убыток — 1,056 млн ₽; выручка снизилась с 72,655 млн ₽ в 2024 году",РБК Компании,https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,Финансовый масштаб и снижение результата,HIGH,2026-07-30,,,,,,,,,
GRM-031,E-499,ACELED / Линии Света,операционный масштаб,2026-07-30,Производство и каналы,"Вакансия подтверждает собственное производство и склад, B2B-, проектный и дилерский каналы продаж светотехнического оборудования",HeadHunter,https://hh.ru/vacancy/129668251,Операционный масштаб и каналы,MEDIUM,2026-07-30,,,,,,,,,
GRM-031,E-500,ACELED / Линии Света,бизнес-сигнал,2026-01-20,Создание коммерческой системы,"Компания ищет руководителя продаж с перспективой коммерческого директора для создания отдела с нуля, роста выручки и прибыльности и развития продаж по регионам и каналам",HeadHunter,https://hh.ru/vacancy/129668251,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-031,E-501,ACELED / Линии Света,контакты,2026-07-30,Корпоративные маршруты,"Официальный сайт публикует телефон 8 (800) 500-44-63, email sales@aceled.ru и реквизиты; HH даёт дополнительный маршрут через вакансию",Официальный сайт ACELED; HeadHunter,https://aceled.ru/contacts; https://hh.ru/vacancy/129668251,Практические маршруты связи,HIGH,2026-07-30,,,,,,,,,
GRM-106,E-502,Digniori Arts,юридические данные,2026-07-30,Юрлицо и реквизиты,ООО «ДИГНИОРИ АРТС»; ИНН 9718071830; ОГРН 1177746656548; организация действует с 05.07.2017,РБК Компании,https://companies.rbc.ru/id/1177746656548-ooo-digniori-arts/,Действующее юрлицо и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-106,E-503,Digniori Arts,связь бренда и юрлица,2026-07-30,Бренд и ООО,"Наименование бренда совпадает с действующим ООО; реестровая карточка указывает сайт digniori.ru, а вакансия и премиальная карточка используют бренд Digniori Arts и тот же московский адрес",РБК Компании; HeadHunter; Посёлок года 2025,https://companies.rbc.ru/id/1177746656548-ooo-digniori-arts/; https://hh.ru/vacancy/129659581; https://xn--80afdwerbcdv0p.xn--p1ai/nominants/460,Связь бренда с юрлицом,HIGH,2026-07-30,,,,,,,,,
GRM-106,E-504,Digniori Arts,собственник и ЛПР,2026-07-30,Собственник и директор,Единственный учредитель и генеральный директор ООО «ДИГНИОРИ АРТС» — Дрожалин Арсений Игоревич,РБК Компании,https://companies.rbc.ru/id/1177746656548-ooo-digniori-arts/,Собственник и основной ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-106,E-505,Digniori Arts,финансовый масштаб,2026-07-30,Финансы 2025,"Выручка за 2025 год — 447,542 млн ₽; прибыль — 45,080 млн ₽; выручка выросла с 166,607 млн ₽",РБК Компании,https://companies.rbc.ru/id/1177746656548-ooo-digniori-arts/,Финансовый масштаб и рост,HIGH,2026-07-30,,,,,,,,,
GRM-106,E-506,Digniori Arts,операционный масштаб,2026-01-20,Проекты и рекомендации,"Вакансия указывает работу с 2011 года, 549 завершённых проектов и 90% клиентов по рекомендациям; реестровая карточка указывает 14 сотрудников",HeadHunter; РБК Компании,https://hh.ru/vacancy/129659581; https://companies.rbc.ru/id/1177746656548-ooo-digniori-arts/,Операционный масштаб,MEDIUM,2026-07-30,,,,,,,,,
GRM-106,E-507,Digniori Arts,бизнес-сигнал,2026-01-20,Создание коммерческого подразделения,Компания ищет руководителя продаж в премиальном строительстве для создания коммерческого подразделения с нуля; предусмотрена работа напрямую с собственником,HeadHunter,https://hh.ru/vacancy/129659581,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-106,E-508,Digniori Arts,контакты,2026-07-30,Корпоративные маршруты,"Публично подтверждены корпоративный телефон +7 (495) 108-40-98, email info@digniori.ru, Telegram бренда и маршрут через HH-вакансию",Посёлок года 2025; публичная карточка бизнеса; HeadHunter,https://xn--80afdwerbcdv0p.xn--p1ai/nominants/460; https://www.mestam.info/ru/moskva-8515/mesto/5281535-digniori-arts-malaya-semenovskaya-3-st2-3-etaj; https://hh.ru/vacancy/129659581,Практические маршруты связи,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-509,Городская Ферма на ВДНХ,юридические данные,2026-07-30,Юрлицо и реквизиты,ООО «ГОРОДСКАЯ ФЕРМА»; ИНН 7723381960; ОГРН 1157746213976; организация действует с 19.03.2015,Официальный сайт; T-Банк,https://gorodskayaferma.ru/farm/; https://www.tbank.ru/business/contractor/legal/1157746213976/,Действующее юрлицо и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-510,Городская Ферма на ВДНХ,связь бренда и юрлица,2026-07-30,Бренд и ООО,"Официальный сайт проекта прямо публикует реквизиты ООО «Городская ферма», ИНН и ОГРН",Официальный сайт,https://gorodskayaferma.ru/farm/,Связь бренда с юрлицом,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-511,Городская Ферма на ВДНХ,собственник и ЛПР,2026-07-30,Участник и генеральный директор,С 21.05.2026 генеральный директор — Нистратов Роман Валентинович; участники — Саарян Тигран Ашикович 80% и АО «Конгломерат САДР» 20%,T-Банк; Xfirm,https://www.tbank.ru/business/contractor/legal/1157746213976/; https://xfirm.ru/company/7723381960,Собственник и полномочный ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-512,Городская Ферма на ВДНХ,финансовый масштаб,2026-07-30,Финансы 2025,"Выручка за 2025 год — 205,6 млн ₽; чистая прибыль — 9,5 млн ₽; 23 сотрудника",Xfirm; Reputation.ru,https://xfirm.ru/company/7723381960; https://reputation.ru/ogrn/1157746213976,Финансовый масштаб,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-513,Городская Ферма на ВДНХ,операционный масштаб,2026-02-03,Посещаемость и продукт,"Компания заявляет около 140 000 посетителей в год, запуск семейной клубной подписки и цель увеличить посещаемость до 200 000; официальный сайт подтверждает действующий частный коммерческий семейный парк",HeadHunter; официальный сайт,https://hh.ru/vacancy/129528164; https://gorodskayaferma.ru/,Операционный масштаб и продуктовая экспансия,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-514,Городская Ферма на ВДНХ,бизнес-сигнал,2026-02-03,Новая коммерческая система,"Компания ищет коммерческого директора для построения новой системы продаж и маркетинга, запуска подписки и роста посещаемости; предусмотрена прямая работа с собственником",HeadHunter,https://hh.ru/vacancy/129528164,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-070,E-515,Городская Ферма на ВДНХ,контакты,2026-07-30,Корпоративные маршруты,"Официально опубликованы телефоны +7 (495) 968-31-28 и +7 (495) 589-15-74, email info@gorferma24.ru и форма заказа звонка; дополнительный маршрут — HH-вакансия",Официальный сайт; HeadHunter,https://gorodskayaferma.ru/contacts/; https://hh.ru/vacancy/129528164,Практические маршруты связи,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-516,SAVINSNAME,юридические данные,2026-07-30,ИП и реквизиты,ИП Игнатенко Олег Александрович; ИНН 260704372217; ОГРНИП 318237500326460; статус действующий; дата регистрации 13.08.2018,Официальный сайт; Т-Банк; Точка,https://savinsname.ru/contacts/; https://www.tbank.ru/business/contractor/legal/318237500326460/; https://check.tochka.com/company/318237500326460/,Действующий бизнес и реквизиты,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-517,SAVINSNAME,связь бренда и юрлица,2026-07-30,Бренд и предприниматель,Официальный сайт публикует ИП Игнатенко Олег Александрович как владельца бизнеса; товарный знак SAVINSNAME зарегистрирован на Олега Игнатенко,Официальный сайт; РБК Компании,https://savinsname.ru/contacts/; https://companies.rbc.ru/trademark/1129212/savinsname/,Связь бренда с ИП и собственником,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-518,SAVINSNAME,собственник и ЛПР,2026-07-30,Собственник и коммерческий ЛПР,Олег Игнатенко является предпринимателем и правообладателем товарного знака; на официальной странице контактов Денис Веселов указан руководителем отдела продаж,Официальный сайт; РБК Компании,https://savinsname.ru/contacts/index.v1.php; https://companies.rbc.ru/trademark/1129212/savinsname/,Собственник и практический ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-519,SAVINSNAME,операционный масштаб,2026-07-30,Производственный масштаб,"Компания заявляет 3500 м² производственных площадей, более 15 000 поставленных единиц оборудования, мощность до 5 000 станков в год и более 100 специалистов",Официальный сайт,https://savinsname.ru/about/; https://savinsname.ru/,Операционный масштаб,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-520,SAVINSNAME,география и рынок,2026-07-30,География поставок,Оборудование работает в России и более чем 15 странах; действуют офисы продаж в Краснодаре и Москве,Официальный сайт,https://savinsname.ru/; https://savinsname.ru/contacts/moskva/,География и зрелость каналов продаж,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-521,SAVINSNAME,бизнес-сигнал,2026-01-22,Коммерческий директор и масштабирование,"Компания искала коммерческого директора для управления продажами, маркетингом и развитием, работы напрямую с собственником и участия в стратегических решениях растущего производственного холдинга",HeadHunter,https://krasnodar.hh.ru/vacancy/129035118,Прямой S1-сигнал,HIGH,2026-07-30,,,,,,,,,
GRM-108,E-522,SAVINSNAME,контакты,2026-07-30,Корпоративные маршруты,"Официально опубликованы телефоны 8 (800) 707-63-34, +7 (861) 217-66-66, 8 (861) 252-08-20, 8 (861) 252-08-48, email savinsname@yandex.ru и форма сайта; дополнительный маршрут — HH-вакансия",Официальный сайт; HeadHunter,https://savinsname.ru/contacts/; https://krasnodar.hh.ru/vacancy/129035118,Практические маршруты связи,HIGH,2026-07-30,,,,,,,,,
GRM-078,,ТоталТехКом,Legal Identity,,,,,,,,,GR-20260731-093,ООО «ТОТАЛТЕХКОМ» действует; ИНН 7728433789 ОГРН 1187746609071 дата регистрации 28.06.2018,https://companies.rbc.ru/id/1187746609071-ooo-totaltehkom/,,2026-07-31T12:10:36+04:00,HIGH,Актуальный реестровый профиль,,
GRM-078,,ТоталТехКом,Ownership,,,,,,,,,GR-20260731-093,Романьков Михаил Владимирович является генеральным директором и единственным учредителем с долей 100%,https://companies.rbc.ru/id/1187746609071-ooo-totaltehkom/,,2026-07-31T12:10:36+04:00,HIGH,Собственник и ЛПР подтверждены,,
GRM-078,,ТоталТехКом,Financial Scale,,,,,,,,,GR-20260731-093,Выручка за 2025 год 299224000 ₽ чистая прибыль 6212000 ₽; выручка годом ранее 220956000 ₽,https://companies.rbc.ru/id/1187746609071-ooo-totaltehkom/,2025,2026-07-31T12:10:36+04:00,HIGH,Масштаб соответствует допустимому диапазону при S1-сигнале,,
GRM-078,,ТоталТехКом,Employee Scale,,,,,,,,,GR-20260731-093,Среднесписочная численность за 2025 год 24 человека,https://b2b.house/company/OOO-TOTALTEXKOM_02b09c1b-7e95-46d9-a9c0-7eabcdd67e98/,2025,2026-07-31T12:10:36+04:00,MEDIUM,Независимый агрегатор на данных открытых реестров,,
GRM-078,,ТоталТехКом,Brand Legal Link,,,,,,,,,GR-20260731-093,Политика официального сайта называет оператором ООО «ТоталТехКом» и связывает его с доменом totaltehkom.ru,https://totaltehkom.ru/politika-konfidenczialnosti-new/,,2026-07-31T12:10:36+04:00,HIGH,Прямая связь бренда сайта и юрлица,,
GRM-078,,ТоталТехКом,Operating Scale,,,,,,,,,GR-20260731-093,Компания является поставщиком складской техники JAC и SHANN и ведёт направления продажи техники ремонта сервиса и запасных частей,https://totaltehkom.ru/,,2026-07-31T12:10:36+04:00,HIGH,Официальное описание операционного контура,,
GRM-078,,ТоталТехКом,Business Signal,,,,,,,,,GR-20260731-093,Собственник Михаил лично ищет РОП для роста управления ключевыми клиентами внедрения CRM автоматизации продаж и повышения эффективности,https://hh.ru/vacancy/130073979,2026-02-05,2026-07-31T12:10:36+04:00,HIGH,S1 owner-first сигнал,,
GRM-078,,ТоталТехКом,Contact Route,,,,,,,,,GR-20260731-093,Официальный сайт публикует телефон +7 (499) 533-60-57 email zakaz@totaltehkom.ru и форму связи; страница вакансий публикует stakhina@totaltehkom.ru,https://totaltehkom.ru/; https://totaltehkom.ru/vakansii/,,2026-07-31T12:10:36+04:00,HIGH,Корпоративные маршруты не являются личными контактами собственника,,
GRM-071,,,LEGAL_IDENTITY,,,,,,,,,GR-20260730-079,,https://companies.rbc.ru/id/1207700382504-obschestvo-s-ogranichennoj-otvetstvennostyu-stroj-inspekt/,,2026-07-30,HIGH,,ООО «СТРОЙ-ИНСПЕКТ»; ИНН 7713478071; ОГРН 1207700382504; действует,
GRM-071,,,BRAND_LEGAL_LINK,,,,,,,,,GR-20260730-079,,https://stroy-inspekt.ru/contacts.html,,2026-07-30,HIGH,,Официальный сайт публикует те же наименование; ИНН; ОГРН и адрес,
GRM-071,,,OWNER_LPR,,,,,,,,,GR-20260730-079,,https://companies.rbc.ru/id/1207700382504-obschestvo-s-ogranichennoj-otvetstvennostyu-stroj-inspekt/,,2026-07-30,HIGH,,Валевич Денис Михайлович — генеральный директор и учредитель с долей 100%,
